time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,school_type_group,subject_area,qualification,school_type,subject_name,entry_count,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved
202223,Academic year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,2199,6.13915,22.28286,51.79627,76.80764,91.45066,98.18099
202223,Academic year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,4751,4.77794,18.81709,43.06462,68.78552,86.57125,96.16923
202223,Academic year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,4190,5.39379,22.50597,52.95943,76.63484,91.00239,97.01671
202223,Academic year,Local authority,E92000001,England,E12000007,London,206,E09000019,Islington,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,1230,5.93496,22.19512,50.4065,75.93496,90.97561,96.91057
202223,Academic year,Local authority,E92000001,England,E12000007,London,207,E09000020,Kensington and Chelsea,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,1966,9.25738,29.2472,56.25636,79.80671,92.01424,98.11801
202223,Academic year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,3662,15.83834,38.88585,62.83452,81.3763,92.51775,97.84271
202223,Academic year,Local authority,E92000001,England,E12000007,London,208,E09000022,Lambeth,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,2502,11.15108,25.4996,49.28058,72.42206,88.04956,96.20304
202223,Academic year,Local authority,E92000001,England,E12000007,London,209,E09000023,Lewisham,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,2355,5.47771,18.64119,40.97665,66.32696,84.37367,94.81953
202223,Academic year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,1639,5.55217,21.29347,49.90848,76.08298,91.70226,97.37645
202223,Academic year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,5981,16.25146,42.71861,65.79167,80.88948,90.65374,96.65608
202223,Academic year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,7543,5.74042,21.47687,47.62031,72.61037,88.55893,96.71218
202223,Academic year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,3630,9.06336,27.35537,55.45455,77.13499,90.63361,97.19008
202223,Academic year,Local authority,E92000001,England,E12000007,London,210,E09000028,Southwark,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,3730,7.98928,27.93566,58.71314,80.10724,92.14477,97.7748
202223,Academic year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,6004,15.77282,42.25516,68.18787,85.12658,94.50366,98.41772
202223,Academic year,Local authority,E92000001,England,E12000007,London,211,E09000030,Tower Hamlets,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,5626,3.16388,14.84181,38.83754,65.3395,84.02062,94.95201
202223,Academic year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,3363,3.62771,12.87541,35.05798,60.63039,81.71276,93.57716
202223,Academic year,Local authority,E92000001,England,E12000007,London,212,E09000032,Wandsworth,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,4007,5.715,21.01323,46.41877,69.50337,86.29898,95.83229
202223,Academic year,Local authority,E92000001,England,E12000007,London,213,E09000033,Westminster,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,3878,10.41774,32.23311,57.58123,77.6689,89.47911,96.93141
202223,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,2141,4.90425,17.56189,45.86642,72.95656,89.77113,97.01074
202223,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,3462,4.79492,17.87984,40.17909,64.78914,83.44887,95.06066
202223,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,8498,6.23676,22.45234,50.01177,75.24123,90.31537,97.71711
202223,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,2889,3.46141,16.30322,43.12911,70.02423,88.64659,97.71547
202223,Academic year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,2373,7.29035,24.02023,52.08597,74.71555,88.622,97.47155
202223,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,918,3.37691,10.67538,32.8976,67.42919,86.38344,97.27669
202223,Academic year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,2716,8.68925,31.48012,58.68925,80.11782,90.35346,96.35493
202223,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,2425,4.57732,17.52577,43.71134,68.08247,85.93814,95.95876
202223,Academic year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,4994,13.17581,38.92671,65.95915,83.72046,93.55226,98.01762
202223,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,3986,7.67687,25.13798,53.18615,78.09834,93.35173,98.64526
202223,Academic year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,13,0,7.69231,30.76923,53.84615,76.92308,100
202223,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,4879,6.88666,22.01271,43.67698,67.37036,85.30437,95.47038
202223,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,2177,7.02802,22.73771,51.58475,76.34359,91.96141,98.34635
202223,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,2487,2.53317,12.14314,32.36832,59.38882,81.74507,94.08926
202223,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,5031,5.80402,21.10912,47.6446,72.64957,88.35222,96.85947
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,1397,4.29492,16.60702,44.4524,75.0179,93.91553,99.2126
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,2512,6.36943,23.28822,50.27866,75.23885,91.32166,97.96975
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,2231,9.63693,29.09009,53.42896,73.41999,87.58404,96.2797
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,1921,4.32067,19.6252,47.00677,72.30609,88.96408,96.51223
202223,Academic year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,3320,6.68675,21.86747,46.20482,69.87952,86.71687,95.36145
202223,Academic year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,1269,6.46178,22.53743,46.5721,72.10402,88.33727,96.92671
202223,Academic year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,2788,7.24534,22.70445,50.32281,75.03587,91.033,97.27403
202223,Academic year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,2052,18.37232,41.1306,59.79532,75.92593,86.59844,94.98051
202223,Academic year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,4831,8.11426,23.432,46.16022,67.77065,84.30967,94.2662
202223,Academic year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,2166,6.69437,23.82271,49.44598,73.13019,87.44229,95.38319
202223,Academic year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,2868,8.57741,28.66109,57.88006,80.02092,92.57322,97.87308
202223,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,3670,4.16894,16.703,38.85559,62.86104,82.23433,94.22343
202223,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,6399,11.54868,34.30223,63.213,82.70042,93.23332,98.68729
202223,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,997,5.71715,17.75326,41.92578,66.3992,84.35306,94.48345
202223,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,1038,2.50482,12.90944,33.81503,59.82659,80.82852,92.67823
202223,Academic year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,1065,2.53521,12.95775,36.71362,63.56808,83.28638,95.02347
202223,Academic year,Local authority,E92000001,England,E12000007,London,201,E09000001,City of London,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,0,z,z,z,z,z,z
202223,Academic year,Local authority,E92000001,England,E12000007,London,301,E09000002,Barking and Dagenham,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,2909,4.98453,20.48814,51.46098,77.99931,93.09041,98.62496
202223,Academic year,Local authority,E92000001,England,E12000007,London,302,E09000003,Barnet,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,10289,13.86918,35.99961,61.35679,79.63845,91.08757,97.24949
202223,Academic year,Local authority,E92000001,England,E12000007,London,303,E09000004,Bexley,State-funded institutions,All subjects,A level,All state-funded schools and colleges,Total subjects,4146,7.33237,24.9397,51.66425,74.36083,88.73613,96.14086
