Region,Local_Authority,Ref,School_name,School_type,Gender_info,All_A_levels_students,A_level_maths_percent_all,A_level_further_maths_percent_all,A_level_biological_sciences_percent_all,A_level_chemistry_percent_all,A_level_physics_percent_all,A_level_computer_sciences_percent_all,Female A levels students,A_level_maths_percent_female,A_level_further_maths_percent_female,A_level_biological_sciences_percent_female,A_level_chemistry_percent_female,A_level_physics_percent_female,A_level_computer_sciences_percent_female,Male_A_levels_students,A_level_Maths_percent_male,A_level_further_maths_percent_male,A_level_biological_sciences_percent_male,A_level_chemistry_percent_male,A_level_physics_percent_male,A_level_computer_sciences_percent_male
South East,Buckinghamshire,110547,Wycombe Abbey,Independent school,GIRLS,98,60.2,19.4,37.8,43.9,11.2,5.1,98,60.2,19.4,37.8,43.9,11.2,5.1,0,0,0,0,0,0,0
South East,Buckinghamshire,136723,Wycombe High School,Academy converter - mainstream,GIRLS,194,42.8,4.1,35.1,29.9,12.9,8.2,194,42.8,4.1,35.1,29.9,12.9,8.2,0,0,0,0,0,0,0
South East,East Sussex,139821,Ark Alexandra Academy,Academy sponsor led,MIXED,41,19.5,2.4,34.1,22,12.2,0,29,20.7,0,34.5,20.7,6.9,0,12,16.7,8.3,33.3,25,25,0
South East,East Sussex,114622,Battle Abbey School,Independent school,MIXED,49,40.8,12.2,28.6,16.3,14.3,8.2,27,22.2,0,37,22.2,3.7,0,22,63.6,27.3,18.2,9.1,27.3,18.2
South East,East Sussex,137982,Beacon Academy,Academy converter - mainstream,MIXED,97,22.7,3.1,20.6,13.4,6.2,2.1,66,16.7,1.5,24.2,13.6,1.5,0,31,35.5,6.5,12.9,12.9,16.1,6.5
South East,East Sussex,114657,Bede's Senior School,Independent school,MIXED,120,0,3.3,15,13.3,10,0,63,0,1.6,19,15.9,3.2,0,57,0,5.3,10.5,10.5,17.5,0
South East,East Sussex,130670,Bexhill College,Sixth Form College,MIXED,586,21.3,2.4,17.1,8,7.2,7,329,10.6,0.6,20.4,7.6,1.8,0.6,257,35,4.7,12.8,8.6,14,15.2
South East,East Sussex,114656,Buckswood School,Independent school,MIXED,31,22.6,0,12.9,12.9,16.1,0,10,10,0,20,10,20,0,21,28.6,0,9.5,14.3,14.3,0
South East,East Sussex,114640,Claremont School,Independent school,MIXED,28,17.9,0,21.4,7.1,3.6,3.6,11,18.2,0,27.3,9.1,0,0,17,17.6,0,17.6,5.9,5.9,5.9
South East,East Sussex,130665,East Sussex College Group,General Further Education College,MIXED,268,11.6,3,16,8.2,6.3,0.7,182,6,2.2,16.5,8.2,1.1,0,86,23.3,4.7,15.1,8.1,17.4,2.3
South East,East Sussex,114650,Eastbourne College,Independent school,MIXED,131,35.1,9.9,18.3,19.8,19.1,1.5,55,25.5,5.5,21.8,18.2,7.3,1.8,76,42.1,13.2,15.8,21.1,27.6,1.3
South East,East Sussex,139796,Gildredge House,Free school ? mainstream,MIXED,37,24.3,10.8,45.9,35.1,24.3,2.7,17,17.6,5.9,64.7,58.8,23.5,0,20,30,15,30,15,25,5
South East,East Sussex,114659,Greenfields School,Independent school,MIXED,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
South East,East Sussex,138472,Hailsham Community College,Academy converter - mainstream,MIXED,57,14,7,19.3,5.3,8.8,7,31,6.5,6.5,9.7,0,3.2,0,26,23.1,7.7,30.8,11.5,15.4,15.4
South East,East Sussex,114587,Heathfield Community College,Community school,MIXED,145,24.8,3.4,21.4,6.9,11.7,4.1,76,15.8,1.3,22.4,9.2,3.9,1.3,69,34.8,5.8,20.3,4.3,20.3,7.2
South East,East Sussex,114634,Lewes Old Grammar School,Independent school,MIXED,32,37.5,15.6,15.6,18.8,15.6,9.4,13,15.4,0,23.1,23.1,0,0,19,52.6,26.3,10.5,15.8,26.3,15.8
South East,East Sussex,114627,Mayfield School,Independent school,GIRLS,67,22.4,4.5,40.3,23.9,7.5,0,67,22.4,4.5,40.3,23.9,7.5,0,0,0,0,0,0,0,0
South East,East Sussex,114625,Michael Hall School,Independent school,MIXED,19,21.1,0,31.6,21.1,5.3,0,10,20,0,40,10,0,0,9,22.2,0,22.2,33.3,11.1,0
South East,East Sussex,130667,Plumpton College,Agriculture and Horticulture College,MIXED,1,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,100,0,0,0
South East,East Sussex,138473,Seaford Head School,Academy converter - mainstream,MIXED,91,26.4,5.5,27.5,12.1,17.6,13.2,37,10.8,0,32.4,10.8,5.4,0,54,37,9.3,24.1,13,25.9,22.2
South East,East Sussex,114590,Uckfield College,Community school,MIXED,99,33.3,8.1,12.1,11.1,13.1,8.1,47,31.9,4.3,19.1,14.9,8.5,0,52,34.6,11.5,5.8,7.7,17.3,15.4
South East,East Sussex,148945,Uplands Academy,Academy converter - mainstream,MIXED,34,32.4,0,14.7,11.8,17.6,0,11,27.3,0,9.1,9.1,9.1,0,23,34.8,0,17.4,13,21.7,0
South East,Hampshire,116537,Alton School,Independent school,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East,Hampshire,130701,Barton Peveril Sixth Form College,Sixth Form College,MIXED,1759,26.4,5.5,14.4,8.8,9.3,8.7,893,14.2,1.5,16.8,8.4,2.7,1,866,38.9,9.6,11.9,9.1,16.2,16.6
South East,Hampshire,130688,Basingstoke College of Technology,General Further Education College,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East,Hampshire,137791,Bay House School,Academy converter - mainstream,MIXED,196,23.5,3.6,21.4,17.3,10.7,5.6,105,16.2,1,27.6,22.9,3.8,0,91,31.9,6.6,14.3,11,18.7,12.1
South East,Hampshire,116527,Bedales School,Independent school,MIXED,92,20.7,1.1,15.2,15.2,14.1,0,53,7.5,1.9,15.1,13.2,1.9,0,39,38.5,0,15.4,17.9,30.8,0
South East,Hampshire,136643,Bohunt School,Academy converter - mainstream,MIXED,121,33.9,4.1,29.8,15.7,19,9.1,67,19.4,3,37.3,22.4,10.4,1.5,54,51.9,5.6,20.4,7.4,29.6,18.5
South East,Hampshire,130690,Brockenhurst College,General Further Education College,MIXED,619,15,1.6,15.5,6.8,5.8,6.8,381,8.7,0.5,17.8,5.8,1.3,2.1,238,25.2,3.4,11.8,8.4,13,14.3
South East,Hampshire,116574,Brockwood Park School,Independent school,MIXED,8,0,0,0,0,12.5,0,5,0,0,0,0,0,0,3,0,0,0,0,33.3,0
South East,Hampshire,116579,Churcher's College,Independent school,MIXED,158,50,10.8,24.1,22.2,25.3,4.4,64,35.9,3.1,32.8,25,14.1,0,94,59.6,16,18.1,20.2,33,7.4
South East,Hampshire,116515,Embley,Independent school,MIXED,35,34.3,2.9,28.6,22.9,11.4,8.6,19,31.6,5.3,31.6,31.6,10.5,0,16,37.5,0,25,12.5,12.5,18.8
South East,Hampshire,130693,Fareham College,General Further Education College,MIXED,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0
South East,Hampshire,130689,Farnborough College of Technology,General Further Education College,MIXED,68,17.6,0,20.6,11.8,10.3,0,29,3.4,0,17.2,10.3,3.4,0,39,28.2,0,23.1,12.8,15.4,0
South East,Hampshire,116517,Farnborough Hill,Independent school,GIRLS,30,26.7,13.3,26.7,30,20,13.3,30,26.7,13.3,26.7,30,20,13.3,0,0,0,0,0,0,0
South East,Hampshire,130695,Havant and South Downs College,General Further Education College,MIXED,933,17.6,2.4,16.1,9.2,7.4,5.6,580,12.1,1.4,17.6,9.5,2.4,1.2,353,26.6,4,13.6,8.8,15.6,12.7
South East,Hampshire,116555,Hurst Lodge School,Independent school,MIXED,6,16.7,0,16.7,0,16.7,33.3,3,0,0,33.3,0,0,0,3,33.3,0,0,0,33.3,66.7
South East,Hampshire,116521,Lord Wandsworth College,Independent school,MIXED,88,26.1,3.4,23.9,12.5,5.7,3.4,36,16.7,0,22.2,16.7,0,0,52,32.7,5.8,25,9.6,9.6,5.8
South East,Hampshire,137345,Oaklands Catholic School,Academy converter - mainstream,MIXED,116,25,1.7,25.9,25.9,8.6,4.3,56,14.3,3.6,30.4,32.1,3.6,0,60,35,0,21.7,20,13.3,8.3
South East,Hampshire,130708,Peter Symonds College,Sixth Form College,MIXED,1895,29.4,5.2,21.8,17.2,10.8,5.6,1075,19.7,2.3,25.4,18,3.5,1.5,820,42.2,8.9,17.2,16.1,20.2,11
South East,Hampshire,145175,Queen Mary's College,Academy 16-19 converter,MIXED,683,18.6,2.8,16.3,10.8,7.3,7.3,423,13,2.1,18.2,10.4,3.3,2.4,260,27.7,3.8,13.1,11.5,13.8,15.4
South East,Hampshire,144808,Releasing Potential School,Independent school,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East,Hampshire,136657,Ringwood School Academy,Academy converter - mainstream,MIXED,138,37.7,5.8,26.8,15.9,15.2,6.5,59,28.8,3.4,33.9,16.9,1.7,3.4,79,44.3,7.6,21.5,15.2,25.3,8.9
South East,Hampshire,116513,Rookwood School,Independent school,MIXED,3,66.7,0,0,0,0,0,0,0,0,0,0,0,0,3,66.7,0,0,0,0,0
South East,Hampshire,116543,Salesian College,Independent school,MIXED,82,39,6.1,17.1,19.5,24.4,12.2,21,19,4.8,23.8,19,4.8,0,61,45.9,6.6,14.8,19.7,31.1,16.4
South East,Hampshire,134769,Sherfield School,Independent school,MIXED,20,65,20,30,20,35,0,9,44.4,22.2,44.4,22.2,0,0,11,81.8,18.2,18.2,18.2,63.6,0
South East,Hampshire,130698,Sparsholt College Hampshire,Agriculture and Horticulture College,MIXED,135,12.6,1.5,5.2,3.7,4.4,0,80,5,0,7.5,3.8,1.3,0,55,23.6,3.6,1.8,3.6,9.1,0
South East,Hampshire,116534,St Swithuns,Independent school,GIRLS,65,44.6,15.4,36.9,36.9,26.2,0,65,44.6,15.4,36.9,36.9,26.2,0,0,0,0,0,0,0,0
South East,Hampshire,145229,St Vincent College,Academy 16-19 converter,MIXED,26,0,0,0,0,0,0,17,0,0,0,0,0,0,9,0,0,0,0,0,0
South East,Hampshire,136652,The Arnewood School,Academy converter - mainstream,MIXED,74,18.9,1.4,16.2,10.8,6.8,10.8,37,13.5,2.7,16.2,8.1,8.1,0,37,24.3,0,16.2,13.5,5.4,21.6
South East,Hampshire,136719,The Burgate School and Sixth Form,Academy converter - mainstream,MIXED,143,18.9,2.8,18.9,6.3,11.2,9.1,57,12.3,0,26.3,7,0,1.8,86,23.3,4.7,14,5.8,18.6,14
South East,Hampshire,145057,The Sixth Form College Farnborough,Academy 16-19 converter,MIXED,1681,25.9,6,14.5,11.3,9.2,7.3,910,15.7,2.5,16.8,11.2,2,1.6,771,37.9,10.1,11.8,11.4,17.8,14
South East,Hampshire,116532,Winchester College,Independent school,MIXED,140,76.4,26.4,19.3,30,32.9,0,0,0,0,0,0,0,0,140,76.4,26.4,19.3,30,32.9,0
South East,Hampshire,116433,Yateley School,Community school,MIXED,108,25,5.6,22.2,14.8,12,8.3,50,16,4,32,26,6,0,58,32.8,6.9,13.8,5.2,17.2,15.5
South East,Isle of Wight,135552,Christ The King College,Voluntary aided school,MIXED,84,19,3.6,17.9,9.5,9.5,4.8,45,13.3,2.2,28.9,11.1,2.2,2.2,39,25.6,5.1,5.1,7.7,17.9,7.7
South East,Isle of Wight,140845,"Cowes Enterprise College, An Ormiston Academy",Academy sponsor led,MIXED,67,26.9,4.5,17.9,11.9,11.9,6,40,15,0,17.5,12.5,2.5,0,27,44.4,11.1,18.5,11.1,25.9,14.8
South East,Isle of Wight,136010,Medina College,Foundation school,MIXED,242,17.4,1.7,10.3,11.2,10.3,7,142,6.3,0.7,13.4,11.3,2.8,0,100,33,3,6,11,21,17
South East,Isle of Wight,118225,Priory School,Independent school,MIXED,4,0,0,25,0,0,0,1,0,0,100,0,0,0,3,0,0,0,0,0,0
South East,Isle of Wight,136753,Ryde Academy,Academy sponsor led,MIXED,30,13.3,0,16.7,16.7,3.3,0,15,20,0,26.7,20,0,0,15,6.7,0,6.7,13.3,6.7,0
South East,Isle of Wight,118223,Ryde School with Upper Chine,Independent school,MIXED,46,63,13,30.4,28.3,30.4,0,24,50,4.2,45.8,37.5,8.3,0,22,77.3,22.7,13.6,18.2,54.5,0
South East,Isle of Wight,130724,The Isle of Wight College,General Further Education College,MIXED,1,100,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0
South East,Kent,118937,Ashford School,Independent school,MIXED,60,35,8.3,30,21.7,8.3,8.3,34,38.2,8.8,38.2,29.4,2.9,5.9,26,30.8,7.7,19.2,11.5,15.4,11.5
South East,Kent,138167,Astor Secondary School,Academy converter - mainstream,MIXED,48,6.3,0,12.5,8.3,0,0,26,7.7,0,19.2,11.5,0,0,22,4.5,0,4.5,4.5,0,0
South East,Kent,149319,Aylesford School,Academy sponsor led,MIXED,28,0,0,46.4,0,0,0,21,0,0,47.6,0,0,0,7,0,0,42.9,0,0,0
South East,Kent,137474,Barton Court Grammar School,Academy converter - mainstream,MIXED,124,29.8,3.2,29.8,18.5,18.5,11.3,48,18.8,2.1,29.2,14.6,6.3,2.1,76,36.8,3.9,30.3,21.1,26.3,17.1
South East,Kent,118949,Beechwood School,Independent school,MIXED,11,18.2,0,18.2,18.2,27.3,9.1,2,0,0,0,0,0,0,9,22.2,0,22.2,22.2,33.3,11.1
South East,Kent,118939,Benenden School,Independent school,GIRLS,93,38.7,7.5,22.6,19.4,9.7,0,93,38.7,7.5,22.6,19.4,9.7,0,0,0,0,0,0,0,0
South East,Kent,136603,Bennett Memorial Diocesan School,Academy converter - mainstream,MIXED,172,27.3,6.4,23.3,15.7,11.6,7,85,8.2,1.2,24.7,11.8,0,1.2,87,46,11.5,21.8,19.5,23,12.6
South East,Kent,118978,Bethany School,Independent school,MIXED,25,12,0,24,24,12,0,8,25,0,25,12.5,0,0,17,5.9,0,23.5,29.4,17.6,0
South East,Kent,137800,Borden Grammar School,Academy converter - mainstream,MIXED,103,31.1,2.9,27.2,14.6,12.6,0,12,0,0,58.3,50,0,0,91,35.2,3.3,23.1,9.9,14.3,0
South East,Kent,137458,Brockhill Park Performing Arts College,Academy converter - mainstream,MIXED,74,16.2,0,16.2,9.5,8.1,0,38,7.9,0,21.1,10.5,5.3,0,36,25,0,11.1,8.3,11.1,0
South East,Kent,136382,Chatham & Clarendon Grammar School,Academy converter - mainstream,MIXED,228,23.7,4.8,26.8,22.4,17.1,5.3,120,12.5,2.5,32.5,25.8,7.5,1.7,108,36.1,7.4,20.4,18.5,27.8,9.3
South East,Kent,118991,Cobham Hall,Independent school,MIXED,10,50,0,30,10,0,0,10,50,0,30,10,0,0,0,0,0,0,0,0,0
South East,Kent,135371,Cornwallis Academy,Academy sponsor led,MIXED,86,12.8,0,15.1,16.3,16.3,0,42,14.3,0,14.3,14.3,7.1,0,44,11.4,0,15.9,18.2,25,0
South East,Kent,137739,Cranbrook School,Academy converter - mainstream,MIXED,146,29.5,5.5,30.1,24,23.3,0,68,20.6,2.9,44.1,26.5,10.3,0,78,37.2,7.7,17.9,21.8,34.6,0
South East,Kent,136585,Dane Court Grammar School,Academy converter - mainstream,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East,Kent,136359,Dartford Grammar School,Academy converter - mainstream,MIXED,1,100,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0
South East,Kent,144100,Dartford Grammar School for Girls,Academy converter - mainstream,MIXED,179,48,5.6,38,35.8,8.9,6.1,155,42.6,3.9,42.6,38.1,5.8,4.5,24,83.3,16.7,8.3,20.8,29.2,16.7
South East,Kent,118785,Dartford Science & Technology College,Foundation school,MIXED,52,11.5,0,25,13.5,0,0,50,12,0,26,12,0,0,2,0,0,0,50,0,0
South East,Kent,136175,Dover Christ Church Academy,Academy sponsor led,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East,Kent,118940,Dover College,Independent school,MIXED,23,34.8,13,26.1,17.4,8.7,4.3,15,33.3,0,33.3,26.7,0,0,8,37.5,37.5,12.5,0,25,12.5
South East,Kent,118931,Dover Grammar School for Boys,Foundation school,MIXED,66,25.8,4.5,19.7,6.1,9.1,10.6,5,0,0,20,0,0,0,61,27.9,4.9,19.7,6.6,9.8,11.5
South East,Kent,118806,Dover Grammar School for Girls,Community school,MIXED,113,15,3.5,24.8,9.7,8.8,0.9,104,14.4,2.9,25,8.7,8.7,1,9,22.2,11.1,22.2,22.2,11.1,0
South East,Kent,136177,Duke of York's Royal Military School,Academy sponsor led,MIXED,65,32.3,0,21.5,23.1,16.9,0,29,31,0,31,37.9,17.2,0,36,33.3,0,13.9,11.1,16.7,0
South East,Kent,138405,Earlscliffe (Sussex Summer Schools Ltd),Independent school,MIXED,36,50,2.8,11.1,13.9,25,0,9,55.6,0,22.2,22.2,33.3,0,26,50,3.8,7.7,11.5,23.1,0
South East,Kent,130728,EKC Group,General Further Education College,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East,Kent,145420,Folkestone Academy,Academy sponsor led,MIXED,49,14.3,0,14.3,0,0,0,31,12.9,0,16.1,0,0,0,18,16.7,0,11.1,0,0,0
South East,Kent,136324,Fulston Manor School,Academy converter - mainstream,MIXED,127,10.2,0,17.3,7.9,0,0,78,10.3,0,17.9,9,0,0,49,10.2,0,16.3,6.1,0,0
South East,Kent,146624,Goodwin Academy,Academy sponsor led,MIXED,11,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0
South East,Kent,137099,Gravesend Grammar School,Academy converter - mainstream,MIXED,184,59.2,7.1,18.5,21.7,28.3,11.4,32,40.6,3.1,37.5,34.4,6.3,3.1,152,63.2,7.9,14.5,19.1,32.9,13.2
South East,Kent,136571,Hartsdown Academy,Academy converter - mainstream,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East,Kent,136465,Herne Bay High School,Academy converter - mainstream,MIXED,105,10.5,0,9.5,5.7,1,0,58,0,0,10.3,5.2,0,0,47,23.4,0,8.5,6.4,2.1,0
South East,Kent,136305,Highsted Grammar School,Academy converter - mainstream,MIXED,96,25,6.3,20.8,7.3,3.1,4.2,94,25.5,6.4,21.3,7.4,3.2,4.3,2,0,0,0,0,0,0
South East,Kent,136379,Highworth Grammar School,Academy converter - mainstream,MIXED,219,36.5,3.2,40.2,32,11.9,4.1,166,26.5,0.6,44,30.7,4.8,2.4,53,67.9,11.3,28.3,35.8,34,9.4
